Loyalty Number,Table,Anomaly Type,Details,Recommended Action
622269,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2014-11, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
622632,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2015-10, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
622801,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2014-08, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
622953,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2014-10, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
623154,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-04, Flight activity up to 2018-12 (20 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
623222,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2018-07, Flight activity up to 2018-12 (5 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
623341,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-11, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
623654,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2018-06, Flight activity up to 2018-12 (6 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
624485,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-09, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
624528,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2015-01, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
624569,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2018-10, Flight activity up to 2018-12 (2 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
626312,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-08, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
626510,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-04, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
627107,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-01, Flight activity up to 2018-12 (23 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
627191,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-06, Flight activity up to 2018-12 (18 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
627244,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-02, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
627568,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-06, Flight activity up to 2018-12 (18 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
627869,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-01, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
627913,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2014-10, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
628452,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2015-06, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
629341,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-01, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
630290,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-09, Flight activity up to 2018-12 (15 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
630694,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-06, Flight activity up to 2018-12 (18 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
631200,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2018-07, Flight activity up to 2018-12 (5 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
631369,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-12, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
632816,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2015-04, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
633067,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2015-04, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
633490,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-03, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
633734,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2018-03, Flight activity up to 2018-12 (9 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
634269,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-12, Flight activity up to 2018-12 (12 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
635026,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-01, Flight activity up to 2018-12 (23 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
635398,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2015-06, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
636206,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2014-11, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
636745,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2017-02, Flight activity up to 2018-12 (22 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
637100,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2015-11, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
637235,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-01, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
637453,Customer Flight Activity,Flight Activity After Cancellation,"Cancelled: 2016-10, Flight activity up to 2018-12 (24 months, 0 total flights)",Investigate loyalty cancellation processing; drop post-cancellation activity or correct cancellation date
